tenure_group,no_churn_pct,churn_pct
Champion,93.77990430622009,6.220095693779904
Loyal,83.74384236453201,16.25615763546798
MISSING,100.0,0.0
New,51.419558359621455,48.580441640378545
Regular,79.1044776119403,20.8955223880597
